,original_title,release_year,budget,revenue,profit
4372,Snow White and the Huntsman,2012,170000000,396600000,226600000
4373,21 Jump Street,2012,42000000,201585328,159585328
4374,Life of Pi,2012,120000000,609016565,489016565
4375,Ice Age: Continental Drift,2012,95000000,877244782,782244782
4376,Ted,2012,50000000,549368315,499368315
4377,Jack Reacher,2012,60000000,218340595,158340595
4378,Lo imposible,2012,42000000,180274123,138274123
4379,Wreck-It Ralph,2012,165000000,471222889,306222889
4380,Pitch Perfect,2012,17000000,115350426,98350426
4381,Men in Black 3,2012,225000000,624026776,399026776
4382,The Hunger Games,2012,75000000,691210692,616210692
4383,Total Recall,2012,125000000,198802074,73802074
4384,Cloud Atlas,2012,102000000,130482868,28482868
4385,The Expendables 2,2012,100000000,312573423,212573423
4386,Taken 2,2012,45000000,376141306,331141306
4387,Dark Shadows,2012,150000000,245527149,95527149
4388,The Perks of Being a Wallflower,2012,13000000,33400000,20400000
4389,Argo,2012,44500000,232324128,187824128
4390,American Reunion,2012,50000000,234989584,184989584
4391,Magic Mike,2012,7000000,167221571,160221571
4392,The Cabin in the Woods,2012,30000000,66486080,36486080
4393,Rise of the Guardians,2012,145000000,306941670,161941670
4394,The Vow,2012,30000000,196114570,166114570
4395,Journey 2: The Mysterious Island,2012,79000000,355692760,276692760
4396,The Paperboy,2012,12500000,1353868,-11146132
4397,Safe,2012,30000000,40346186,10346186
4398,Abraham Lincoln: Vampire Hunter,2012,69000000,112265139,43265139
4399,Upside Down,2012,60000000,8106475,-51893525
4401,The Lorax,2012,70000000,348840316,278840316
4402,Moonrise Kingdom,2012,16000000,68263166,52263166
4404,Dredd,2012,50000000,41037742,-8962258
4405,Battleship,2012,209000000,303025485,94025485
4409,Les Mis̩rables,2012,61000000,441809770,380809770
4410,Mirror Mirror,2012,85000000,183018522,98018522
4411,John Carter,2012,260000000,284139100,24139100
4412,Looper,2012,30000000,47042000,17042000
4413,The Twilight Saga: Breaking Dawn - Part 2,2012,120000000,829000000,709000000
4414,Zero Dark Thirty,2012,40000000,132820716,92820716
4415,Haywire,2012,23000000,33372606,10372606
4416,Wrath of the Titans,2012,150000000,301000000,151000000
4417,Step Up Revolution,2012,33000000,140470746,107470746
4418,Chronicle,2012,15000000,145000000,130000000
4419,Act of Valor,2012,12000000,81272766,69272766
4420,Hotel Transylvania,2012,85000000,358375603,273375603
4421,Sinister,2012,3000000,77712439,74712439
4423,End of Watch,2012,7000000,48126384,41126384
4425,Lincoln,2012,65000000,275293450,210293450
4426,What to Expect When You're Expecting,2012,40000000,79700000,39700000
4427,The Dictator,2012,65000000,179379533,114379533
4428,Iron Sky,2012,7500000,8135031,635031
4429,The Lucky One,2012,25000000,99357138,74357138
4430,Project X,2012,12000000,100000000,88000000
4431,Contraband,2012,25000000,63100000,38100000
4433,Madagascar 3: Europe's Most Wanted,2012,145000000,746921274,601921274
4435,Lawless,2012,26000000,53676580,27676580
4437,The Raven,2012,26000000,29657751,3657751
4438,Rock of Ages,2012,75000000,59418613,-15581387
4439,Stolen,2012,35000000,2106557,-32893443
4442,The Watch,2012,68000000,68267862,267862
4443,The Pirates! In an Adventure with Scientists!,2012,60000000,118338361,58338361
4444,The Master,2012,32000000,28258060,-3741940
4446,The Five-Year Engagement,2012,30000000,53909751,23909751
4447,This Is 40,2012,35000000,88058786,53058786
4448,Lockout,2012,20000000,32204030,12204030
4449,Wanderlust,2012,35000000,24159934,-10840066
4450,The Woman in Black,2012,17000000,127730736,110730736
4451,Frankenweenie,2012,39000000,81491068,42491068
4452,That's My Boy,2012,70000000,58058367,-11941633
4453,Safe House,2012,85000000,208076205,123076205
4454,Savages,2012,45000000,47000000,2000000
4456,The Sweeney,2012,3730500,6294161,2563661
4458,Flight,2012,31000000,161772375,130772375
4459,Man on a Ledge,2012,42000000,46221189,4221189
4460,Seven Psychopaths,2012,15000000,19422261,4422261
4461,Big Miracle,2012,40000000,24719215,-15280785
4462,Bel Ami,2012,9000000,8303261,-696739
4465,Disconnect,2012,10000000,3428048,-6571952
4466,People Like Us,2012,16000000,12434778,-3565222
4467,Piranha 3DD,2012,5000000,8493728,3493728
4469,The Possession,2012,14000000,85446075,71446075
4470,Silent Hill: Revelation 3D,2012,20000000,52302796,32302796
4471,Killing Them Softly,2012,15000000,37930465,22930465
4472,The Cold Light of Day,2012,20000000,16863583,-3136417
4474,Arbitrage,2012,12000000,35485056,23485056
4475,The Iceman,2012,20000000,1969193,-18030807
4478,Red Dawn,2012,65000000,44806783,-20193217
4479,Red Lights,2012,14000000,13551174,-448826
4480,The Three Stooges,2012,30000000,54819301,24819301
4481,Hope Springs,2012,30000000,114281051,84281051
4484,The Man with the Iron Fists,2012,15000000,15608545,608545
4488,A Thousand Words,2012,40000000,22044277,-17955723
4493,To Rome with Love,2012,17000000,73244881,56244881
4498,Alex Cross,2012,45000000,30353232,-14646768
4499,One for the Money,2012,40000000,36893721,-3106279
4500,Quartet,2012,11000000,59520298,48520298
4501,Lay the Favorite,2012,26350000,1576687,-24773313
4505,ParaNorman,2012,60000000,107139399,47139399
4506,Promised Land,2012,15000000,8138788,-6861212
4507,Diary of a Wimpy Kid: Dog Days,2012,22000000,77112176,55112176
4511,For Greater Glory - The True Story of Cristiada,2012,12000000,9622846,-2377154
4512,Red Tails,2012,58000000,50365377,-7634623
4515,Fun Size,2012,14000000,11417362,-2582638
4517,The Lords of Salem,2012,1500000,1165882,-334118
4519,Premium Rush,2012,35000000,31083599,-3916401
4520,Bachelorette,2012,3000000,11947954,8947954
4522,The Guilt Trip,2012,40000000,41863726,1863726
4524,The Sessions,2012,1000000,9138338,8138338
4526,Seeking a Friend for the End of the World,2012,10000000,9636289,-363711
4530,The Words,2012,6000000,13231461,7231461
4534,Paranormal Activity 4,2012,5000000,142817992,137817992
4536,On the Road,2012,25000000,8784318,-16215682
4538,Universal Soldier: Day of Reckoning,2012,11500000,1402307,-10097693
4550,"For a Good Time, Call...",2012,850000,1243961,393961
4556,Parental Guidance,2012,25000000,119772232,94772232
4560,The Devil Inside,2012,1000000,101758490,100758490
4571,Think Like a Man,2012,12000000,96070507,84070507
4573,Hit & Run,2012,2000000,14400000,12400000
4594,Beasts of the Southern Wild,2012,1800000,21107746,19307746
4603,Fire with Fire,2012,20000000,4636169,-15363831
4604,Safety Not Guaranteed,2012,750000,4007792,3257792
4614,The Apparition,2012,17000000,9627492,-7372508
4624,2 Days in New York,2012,8000000,1653792,-6346208
4628,Robot & Frank,2012,2500000,3325038,825038
4635,Cosmopolis,2012,20500000,6063556,-14436444
4715,Resident Evil: Retribution,2012,65000000,240159255,175159255
4737,Eega,2012,5990000,19450000,13460000
4776,Sparkle,2012,14000000,24637469,10637469
4790,English Vinglish,2012,2840000,11620000,8780000
4810,Not Fade Away,2012,20000000,610792,-19389208
4831,Redd Inc.,2012,500000,1000000,500000
4889,2016: Obama's America,2012,2500000,33400000,30900000
4903,Katy Perry: Part of Me,2012,12000000,32726956,20726956
4949,The Lord of the Rings: The Return of the King,2003,94000000,1118888979,1024888979
4950,Underworld,2003,22000000,95708457,73708457
4951,Pirates of the Caribbean: The Curse of the Black Pearl,2003,140000000,655011224,515011224
4952,Kill Bill: Vol. 1,2003,30000000,180949000,150949000
4953,The Matrix Revolutions,2003,150000000,424988211,274988211
4954,The Matrix Reloaded,2003,150000000,738599701,588599701
4955,Finding Nemo,2003,94000000,864625978,770625978
4956,Bruce Almighty,2003,80000000,484572835,404572835
4957,Love Actually,2003,40000000,244931766,204931766
4958,Elf,2003,32000000,173398518,141398518
4959,Terminator 3: Rise of the Machines,2003,200000000,435000000,235000000
4960,The Dreamers,2003,15000000,15121165,121165
4961,Big Fish,2003,70000000,122919055,52919055
4962,Daredevil,2003,78000000,179179718,101179718
4963,American Wedding,2003,55000000,231449203,176449203
4964,The League of Extraordinary Gentlemen,2003,78000000,179265204,101265204
4965,The Italian Job,2003,60000000,176070171,116070171
4966,The Jungle Book 2,2003,20000000,135680000,115680000
4967,Lost in Translation,2003,4000000,119723856,115723856
4968,Bad Santa,2003,23000000,76488889,53488889
4969,Johnny English,2003,40000000,160583018,120583018
4971,Peter Pan,2003,100000000,121975011,21975011
4972,Scary Movie 3,2003,48000000,220673217,172673217
4973,Honey,2003,18000000,62646763,44646763
4974,A Man Apart,2003,36000000,44350926,8350926
4975,The School of Rock,2003,35000000,131282949,96282949
4976,The Last Samurai,2003,140000000,456758981,316758981
4977,Bad Boys II,2003,130000000,273339556,143339556
4978,Lara Croft Tomb Raider: The Cradle of Life,2003,95000000,156505388,61505388
4979,Wrong Turn,2003,12600000,28650575,16050575
4980,Identity,2003,30000000,90259536,60259536
4981,Master and Commander: The Far Side of the World,2003,150000000,212011111,62011111
4983,Mystic River,2003,25000000,156822020,131822020
4985,Anger Management,2003,75000000,195745823,120745823
4986,The Core,2003,60000000,74208267,14208267
4987,Hulk,2003,137000000,245360480,108360480
4988,Once Upon a Time in Mexico,2003,29000000,98185582,69185582
4990,Old School,2003,24000000,87055349,63055349
4991,How to Lose a Guy in 10 Days,2003,50000000,177371441,127371441
4992,Shanghai Knights,2003,50000000,88323487,38323487
4993,S.W.A.T.,2003,80000000,116643346,36643346
4994,Tears of the Sun,2003,70000000,85632458,15632458
4995,"Legally Blonde 2: Red, White & Blonde",2003,45000000,124914842,79914842
4998,Freaky Friday,2003,26000000,110230332,84230332
4999,Sinbad: Legend of the Seven Seas,2003,60000000,26288320,-33711680
5000,Timeline,2003,80000000,19480739,-60519261
5001,Paycheck,2003,60000000,96269812,36269812
5002,Charlie's Angels: Full Throttle,2003,120000000,259175788,139175788
5003,Something's Gotta Give,2003,80000000,266728738,186728738
5004,The Haunted Mansion,2003,90000000,182290266,92290266
5005,Duplex,2003,40000000,19322135,-20677865
5006,Gothika,2003,40000000,141591324,101591324
5007,21 Grams,2003,20000000,60427839,40427839
5008,Final Destination 2,2003,26000000,90426405,64426405
5010,The Texas Chainsaw Massacre,2003,9500000,107071655,97571655
5012,Cheaper by the Dozen,2003,40000000,190212113,150212113
5013,Cold Mountain,2003,79000000,173013509,94013509
5017,Thirteen,2003,2000000,4601043,2601043
5018,Freddy vs. Jason,2003,30000000,114908830,84908830
5019,Cradle 2 the Grave,2003,25000000,56489558,31489558
5021,Looney Tunes: Back in Action,2003,80000000,68514844,-11485156
5022,Basic,2003,50000000,42792561,-7207439
5023,The Rundown,2003,85000000,80916492,-4083508
5025,2 Fast 2 Furious,2003,76000000,236350661,160350661
5031,Open Range,2003,22000000,68296293,46296293
5032,Just Married,2003,18000000,101564935,83564935
5035,Daddy Day Care,2003,60000000,164433867,104433867
5037,Seabiscuit,2003,87000000,148336445,61336445
5038,Out of Time,2003,50000000,55495563,5495563
5039,Jeepers Creepers 2,2003,17000000,63102666,46102666
5040,The Lizzie McGuire Movie,2003,17000000,55534455,38534455
5041,Dreamcatcher,2003,68000000,75715436,7715436
5045,Spy Kids 3-D: Game Over,2003,38000000,197011982,159011982
5046,Down with Love,2003,35000000,20298207,-14701793
5047,The Order,2003,35000000,11560806,-23439194
5048,Intolerable Cruelty,2003,60000000,119940815,59940815
5049,The Hunted,2003,55000000,34234008,-20765992
5050,House of Sand and Fog,2003,16500000,16942795,442795
5054,Cabin Fever,2003,1500000,30553394,29053394
5055,Runaway Jury,2003,60000000,80154140,20154140
5059,Monster,2003,8000000,60378584,52378584
5062,Bringing Down The House,2003,20000000,132675402,112675402
5064,Gigli,2003,54000000,7266209,-46733791
5065,Gods and Generals,2003,56000000,12923936,-43076064
5068,Dumb and Dumberer: When Harry Met Lloyd,2003,19000000,39267515,20267515
5075,Uptown Girls,2003,20000000,37095657,17095657
5076,Party Monster,2003,5000000,742898,-4257102
5078,The Life of David Gale,2003,50000000,38955598,-11044402
5080,Elephant,2003,3000000,10012022,7012022
5082,House of the Dead,2003,7000000,13818181,6818181
5083,Whale Rider,2003,8000000,41400000,33400000
5087,House of 1000 Corpses,2003,7000000,16829545,9829545
5088,A Guy Thing,2003,20000000,17432163,-2567837
5090,Radio,2003,32000000,52277485,20277485
5091,Young Adam,2003,6400000,2500000,-3900000
5097,Hollywood Homicide,2003,75000000,51142659,-23857341
5098,Swimming Pool,2003,7800000,22441323,14641323
5101,A Mighty Wind,2003,6000000,18750246,12750246
5106,Latter Days,2003,850000,819939,-30061
5107,The Station Agent,2003,500000,8679814,8179814
5109,The Fighting Temptations,2003,15000000,30238577,15238577
5111,Intermission,2003,5000000,4856298,-143702
5128,Calendar Girls,2003,10000000,96542059,86542059
5133,Mambo Italiano,2003,4361898,3031801,-1330097
5135,Agent Cody Banks,2003,28000000,58795814,30795814
5138,Biker Boyz,2003,24000000,23510601,-489399
5142,Ghosts of the Abyss,2003,13000000,17040871,4040871
5148,Stuck on You,2003,55000000,33828318,-21171682
5164,The Company,2003,15000000,2281585,-12718415
5176,Veronica Guerin,2003,17000000,1569918,-15430082
5184,X2,2003,110000000,214948780,104948780
5186,Wonderland,2003,5000000,2466444,-2533556
5195,Alex & Emma,2003,30000000,15368897,-14631103
5196,From Justin to Kelly,2003,12000000,4922166,-7077834
5198,Les Clefs de bagnole,2003,569217,569217,0
5207,Sylvia,2003,7000000,10000000,3000000
5231,Titanic,1997,200000000,1845034188,1645034188
5232,Hercules,1997,85000000,252712101,167712101
5233,Men in Black,1997,90000000,589390539,499390539
5234,Gattaca,1997,36000000,12532777,-23467223
5235,The Fifth Element,1997,90000000,263920180,173920180
5236,Batman & Robin,1997,125000000,238207122,113207122
5238,Tomorrow Never Dies,1997,110000000,333011068,223011068
5239,Good Will Hunting,1997,10000000,225933435,215933435
5240,Jackie Brown,1997,12000000,39673162,27673162
5241,Alien: Resurrection,1997,70000000,162000000,92000000
5242,The Game,1997,50000000,109423648,59423648
5243,Event Horizon,1997,60000000,26673242,-33326758
5244,Anastasia,1997,53000000,139804348,86804348
5245,Home Alone 3,1997,32000000,79082515,47082515
5246,Austin Powers: International Man of Mystery,1997,16500000,67683989,51183989
5247,Starship Troopers,1997,105000000,121214377,16214377
5248,The Full Monty,1997,3500000,257850122,254350122
5249,Con Air,1997,75000000,224012234,149012234
5250,Face/Off,1997,80000000,245676146,165676146
5251,Donnie Brasco,1997,35000000,41954997,6954997
5252,I Know What You Did Last Summer,1997,17000000,125586134,108586134
5253,The Devil's Advocate,1997,57000000,152944660,95944660
5254,Anaconda,1997,45000000,136885767,91885767
5256,Dante's Peak,1997,116000000,178127760,62127760
5257,Speed 2: Cruise Control,1997,160000000,164508066,4508066
5258,L.A. Confidential,1997,35000000,126216940,91216940
5259,Scream 2,1997,24000000,172363301,148363301
5260,Liar Liar,1997,45000000,181000000,136000000
5262,Contact,1997,90000000,171120329,81120329
5263,Lolita,1997,62000000,1060056,-60939944
5264,The Rainmaker,1997,40000000,45916769,5916769
5266,The Jackal,1997,60000000,159330280,99330280
5269,Flubber,1997,80000000,177977226,97977226
5270,The Saint,1997,68000000,118063304,50063304
5271,Conspiracy Theory,1997,75000000,136982834,61982834
5272,Air Force One,1997,85000000,315156409,230156409
5274,Wag the Dog,1997,15000000,64256513,49256513
5275,As Good as It Gets,1997,50000000,314178011,264178011
5276,Breakdown,1997,36000000,50159144,14159144
5277,Seven Years in Tibet,1997,70000000,131457682,61457682
5278,My Best Friend's Wedding,1997,38000000,299288605,261288605
5279,Boogie Nights,1997,15000000,43101594,28101594
5280,Lost Highway,1997,15000000,3675201,-11324799
5281,Mad City,1997,50000000,10541523,-39458477
5285,Bean,1997,18000000,251212670,233212670
5286,The Devil's Own,1997,90000000,140807547,50807547
5290,Kiss the Girls,1997,27000000,60527873,33527873
5291,Absolute Power,1997,50000000,50068310,68310
5292,Vegas Vacation,1997,25000000,36400360,11400360
5293,U Turn,1997,19000000,6682098,-12317902
5295,Mimic,1997,30000000,25480490,-4519510
5296,One Eight Seven,1997,20000000,5716080,-14283920
5298,Spawn,1997,40000000,87840042,47840042
5301,Kundun,1997,28000000,5684789,-22315211
5302,The Postman,1997,80000000,17626234,-62373766
5303,G.I. Jane,1997,50000000,48169156,-1830844
5304,The Relic,1997,60000000,33956608,-26043392
5315,Fire Down Below,1997,60000000,16000000,-44000000
5317,MouseHunt,1997,38000000,122417389,84417389
5318,The Sweet Hereafter,1997,5000000,3263585,-1736415
5322,Cop Land,1997,15000000,44862187,29862187
5324,Selena,1997,20000000,60000000,40000000
5325,Spice World - The Movie,1997,25000000,100000000,75000000
5326,The Ice Storm,1997,18000000,8038061,-9961939
5328,Air Bud,1997,3000000,23144499,20144499
5332,Cats Don't Dance,1997,32000000,3566637,-28433363
5334,Mortal Kombat: Annihilation,1997,30000000,51376861,21376861
5336,Metro,1997,55000000,31987563,-23012437
5340,Wishmaster,1997,5000000,15738769,10738769
5341,For Richer or Poorer,1997,35000000,31611225,-3388775
5343,Turbo: A Power Rangers Movie,1997,10000000,17979739,7979739
5348,The Man Who Knew Too Little,1997,20000000,13801755,-6198245
